000000 110000 110000 010011 0010
000000 101000 000001 010100 0000
000000 100000 010010 010100 0000
000000 011000 100011 010100 0000
000000 010000 110100 010100 0000
000000 001000 000101 010101 0000
000000 111000 010101 010101 0000
000000 110000 100110 010101 0000
000000 101000 110111 010101 0000
000000 100000 001000 010110 0010
000000 011000 011001 010110 0010
000000 010000 101010 010110 0010
000000 001000 111011 010110 0010
000000 000000 001100 010111 0010
000000 111000 011100 010111 0010
000000 110000 101101 010111 0010
000000 100000 111110 010111 0010
000000 011000 001111 011000 1000
000000 010000 100000 011000 1000
000000 001000 110001 011000 1000
000000 000000 000010 011001 1000
000000 111000 010010 011001 1000
000000 110000 100011 011001 1000
000000 101000 110100 011001 1000
000000 100000 000101 011010 1010
000000 011000 010110 011010 1010
000000 001000 100111 011010 1010
000000 000000 111000 011010 1010
000000 111000 001000 011011 1010
000000 110000 011001 011011 1010
000000 101000 101010 011011 1010
000000 100000 111011 011011 1010
000000 011000 001100 011100 1000
000000 010000 011101 011100 1000
000000 001000 101110 011100 1000
000000 000000 111111 011100 1000
000000 110000 001111 011101 1000
000000 101000 100000 011101 1000
000000 100000 110001 011101 1000
000000 011000 000010 011110 1010
000000 010000 010011 011110 1010
000000 001000 100100 011110 1010
000000 000000 110101 011110 1010
000000 111000 000101 011111 1010
000000 110000 010110 011111 1010
000000 101000 100111 011111 1010
000000 011000 111000 011111 1010
000001 010000 001001 100000 0011
000001 001000 011010 100000 0011
000001 000000 101011 100000 0011
000001 111000 111011 100000 0011
000001 110000 001100 100001 0100
000001 101000 011101 100001 0100
000001 100000 101110 100001 0100
000001 011000 111111 100001 0100
000001 010000 010000 100010 0101
000001 000000 100001 100010 0101
000001 111000 110001 100010 0101
000001 110000 000010 100011 0110
000001 101000 010011 100011 0110
000001 100000 100100 100011 0110
000001 011000 110101 100011 0110
000001 010000 000110 100100 0111
000001 001000 010111 100100 0111
000001 000000 101000 100100 0111
000001 111000 111000 100100 0111
000001 101000 001001 100101 1000
000001 100000 011010 100101 1000
000001 011000 101011 100101 1000
000001 010000 111100 100101 1000
000001 001000 001101 100110 1001
000001 000000 011110 100110 1001
000001 111000 101110 100110 1001
000001 110000 111111 100110 1001
000001 101000 010000 100111 1010
000001 100000 100001 100111 1010
000001 010000 110010 100111 1010
000001 001000 000011 101000 1011
000001 000000 010100 101000 1011
000001 111000 100100 101000 1011
000001 110000 110101 101000 1011
000001 101000 000110 101001 1100
000001 100000 010111 101001 1100
000001 011000 101000 101001 1100
000001 010000 111001 101001 1100
000001 001000 001010 101010 1101
000001 111000 011010 101010 1101
000001 110000 101011 101010 1101
000001 101000 111100 101010 1101
000001 100000 001101 101011 1110
000001 011000 011110 101011 1110
000001 010000 101111 101011 1110
000001 001000 000000 101100 1111
000001 000000 010001 101100 1111
000001 111000 100001 101100 1111
000001 110000 110010 101100 1111
000001 100000 000011 101101 0000
000001 011000 010100 101101 0000
000001 010000 100101 101101 0000
000001 001000 110110 101101 0000
000001 000000 000111 101110 0001
000001 111000 010111 101110 0001
000001 110000 101000 101110 0001
000001 101000 111001 101110 0001
000001 100000 001010 101111 0010
000001 011000 011011 101111 0010
000001 001000 101100 101111 0010
000001 000000 111101 101111 0010
000001 111000 001101 110000 0000
000001 110000 011110 110000 0000
000001 101000 101111 110000 0000
000001 100000 000000 110001 0100
000001 011000 010001 110001 0100
000001 010000 100010 110001 0100
000001 001000 110011 110001 0100
000001 000000 000100 110010 1000
000001 110000 010100 110010 1000
000001 101000 100101 110010 1000
000001 100000 110110 110010 1000
000001 011000 000111 110011 1100
000001 010000 011000 110011 1100
000001 001000 101001 110011 1100
000001 000000 111010 110011 1100
000001 111000 001010 110100 0000
000001 110000 011011 110100 0000
000001 101000 101100 110100 0000
000001 011000 111101 110100 0000
000001 010000 001110 110101 0100
000001 001000 011111 110101 0100
000001 000000 110000 110101 0100
000001 111000 000000 110110 1000
000001 110000 010001 110110 1000
000001 101000 100010 110110 1000
000001 100000 110011 110110 1000
000001 011000 000100 110111 1100
000001 010000 010101 110111 1100
000001 000000 100110 110111 1100
000001 111000 110110 110111 1100
000001 110000 000111 111000 0000
000001 101000 011000 111000 0000
000001 100000 101001 111000 0000
000001 011000 111010 111000 0000
000001 010000 001011 111001 0100
000001 001000 011100 111001 0100
000001 000000 101101 111001 0100
000001 111000 111101 111001 0100
000001 101000 001110 111010 1000
000001 100000 011111 111010 1000
000001 011000 110000 111010 1000
000001 010000 000001 111011 1100
000001 001000 010010 111011 1100
000001 000000 100011 111011 1100
000001 111000 110011 111011 1100
000001 110000 000100 111100 0000
000001 101000 010101 111100 0000
000001 100000 100110 111100 0000
000001 010000 110111 111100 0000
000001 001000 001000 111101 0100
000001 000000 011001 111101 0100
000001 111000 101001 111101 0100
000001 110000 111010 111101 0100
000001 101000 001011 111110 1000
000001 100000 011100 111110 1000
000001 011000 101101 111110 1000
000001 010000 111110 111110 1000
000001 001000 001111 111111 1100
000001 111000 011111 111111 1100
000001 110000 110000 111111 1100
000010 101000 000001 000000 1011
000010 100000 010010 000000 0010
000010 011000 100011 000000 0110
000010 010000 110100 000000 0000
000010 001000 000101 000001 0000
000010 000000 010110 000001 0010
000010 111000 100110 000001 1001
000010 110000 110111 000001 1100
000010 101000 001000 000010 1011
000010 011000 011001 000010 1000
000010 010000 101010 000010 1101
000010 001000 111011 000010 1100
000010 000000 001100 000011 0000
